Plant state,Plant name,Plant Id,Balancing Authority Name,Balancing Authority Code,PCA Generation (MWh),Latitude,Longitude,Plant primary fuel,Plant primary fuel code,Net generation (MWh),CO2-e Emission (tons),Water intensity (m3/MWh),Carbon intensity (Tons/MWh),Generation Ratio of Power plant,Water Consumption (m3),Subbasin,HUC8,HUC8 ID
NY,Hailesboro 4 Plant,10544,New York Independent System Operator,NYIS,131610158,44.311681,-75.444992,WAT,HYDRO,10248,0,0.49,0.00,0.0001,5018,Oswegatchie,04150302,4150302
NY,Hampshire Paper,10116,New York Independent System Operator,NYIS,131610158,44.296544,-75.36645,WAT,HYDRO,14869,0,5.70,0.00,0.0001,84685,Oswegatchie,04150302,4150302
NY,Hannawa,2571,New York Independent System Operator,NYIS,131610158,44.6192,-74.9733,WAT,HYDRO,46490,0,12.05,0.00,0.0004,560433,Raquette,04150305,4150305
NY,Hardscrabble Wind Power LLC,57287,New York Independent System Operator,NYIS,131610158,43.112222,-74.878888,WND,WIND,173219,0,0.00,0.00,0.0013,658,Mohawk,02020004,2020004
NY,Harford Solar Farm,61030,New York Independent System Operator,NYIS,131610158,42.448,-76.245,SUN,SOLAR,2808,0,0.01,0.00,0.0000,21,Seneca,04140201,4140201
NY,Harlem River Yard,7914,New York Independent System Operator,NYIS,131610158,40.7991,-73.9156,NG,GAS,33058,26729,0.80,0.81,0.0003,26348,Bronx,02030102,2030102
NY,Harris Lake,2528,New York Independent System Operator,NYIS,131610158,43.9719,-74.1861,DFO,OIL,182,161,2.06,0.89,0.0000,375,Upper Hudson,02020001,2020001
NY,"Hawkeye Energy Greenport, LLC",55969,New York Independent System Operator,NYIS,131610158,41.10603,-72.376155,DFO,OIL,24100,21106,2.06,0.88,0.0002,49709,Southern Long Island,02030202,2030202
NY,Hell Gate,7913,New York Independent System Operator,NYIS,131610158,40.799,-73.9094,NG,GAS,37085,25777,0.80,0.70,0.0003,29558,Bronx,02030102,2030102
NY,Herrings,2572,New York Independent System Operator,NYIS,131610158,44.0217,-75.6511,WAT,HYDRO,20957,0,21.47,0.00,0.0002,449864,Black,04150101,4150101
NY,Heuvelton,2573,New York Independent System Operator,NYIS,131610158,44.6172,-75.4042,WAT,HYDRO,3473,0,195.89,0.00,0.0000,680336,Oswegatchie,04150302,4150302
NY,Hewittville Hydroelectric,50268,New York Independent System Operator,NYIS,131610158,44.705167,-75.007933,WAT,HYDRO,13397,0,22.76,0.00,0.0001,304874,Raquette,04150305,4150305
NY,HGS Solar I,61765,New York Independent System Operator,NYIS,131610158,43.543716,-73.325257,SUN,SOLAR,3009,0,0.01,0.00,0.0000,23,Lake George,02010001,2010001
NY,High Acres Gas Recovery,50568,New York Independent System Operator,NYIS,131610158,43.081667,-77.381667,LFG,BIOMASS,49312,0,1.94,0.00,0.0004,95545,Seneca,04140201,4140201
NY,High Dam,2574,New York Independent System Operator,NYIS,131610158,43.4436,-76.4961,WAT,HYDRO,30254,0,20.53,0.00,0.0002,621183,Oswego,04140203,4140203
NY,High Falls - Croghan NY,2575,New York Independent System Operator,NYIS,131610158,43.9247,-75.3731,WAT,HYDRO,31952,0,14.20,0.00,0.0002,453856,Black,04150101,4150101
NY,High Falls - Saranac NY,2530,New York Independent System Operator,NYIS,131610158,44.6389,-73.7492,WAT,HYDRO,50706,0,5.67,0.00,0.0004,287528,Great Chazy-Saranac,02010006,2010006
NY,High Sheldon Wind Farm,56953,New York Independent System Operator,NYIS,131610158,42.7794,-78.4269,WND,WIND,246715,0,0.00,0.00,0.0019,938,Buffalo-Eighteenmile,04120103,4120103
NY,Higley,2576,New York Independent System Operator,NYIS,131610158,44.5306,-74.9331,WAT,HYDRO,34919,0,56.56,0.00,0.0003,1974898,Raquette,04150305,4150305
NY,Hillburn,2628,New York Independent System Operator,NYIS,131610158,41.1269,-74.1653,NG,GAS,318,357,0.80,1.12,0.0000,253,Hackensack-Passaic,02030103,2030103
NY,Hilton NY Co Gen Plant,58815,New York Independent System Operator,NYIS,131610158,40.7625,-73.979167,NG,GAS,9600,3822,0.80,0.40,0.0001,7651,Lower Hudson,02030101,2030101
NY,Hollow Dam Power Partnership,10124,New York Independent System Operator,NYIS,131610158,44.296453,-75.336142,WAT,HYDRO,2833,0,15.54,0.00,0.0000,44023,Oswegatchie,04150302,4150302
NY,Holtsville Facility,8007,New York Independent System Operator,NYIS,131610158,40.817037,-73.066265,DFO,OIL,43118,52107,2.06,1.21,0.0003,88935,Southern Long Island,02030202,2030202
NY,Holtsville Solar Project,61902,New York Independent System Operator,NYIS,131610158,40.797667,-73.033977,SUN,SOLAR,1728,0,0.01,0.00,0.0000,13,Southern Long Island,02030202,2030202
NY,Houghton,60454,New York Independent System Operator,NYIS,131610158,42.426731,-78.156589,SUN,SOLAR,2731,0,0.01,0.00,0.0000,21,Upper Genesee,04130002,4130002
NY,Howard Wind Farm,57867,New York Independent System Operator,NYIS,131610158,42.315278,-77.538333,WND,WIND,124985,0,0.00,0.00,0.0009,475,Tioga,02050104,2050104
NY,Hudson Avenue,2496,New York Independent System Operator,NYIS,131610158,40.7052,-73.9807,KER,OIL,500,2012,2.06,4.02,0.0000,1031,Lower Hudson,02030101,2030101
NY,Hudson Falls Hydroelectric Project,54953,New York Independent System Operator,NYIS,131610158,43.2958,-73.5956,WAT,HYDRO,201914,0,1.67,0.00,0.0015,337454,Hudson-Hoosic,02020003,2020003
NY,Huntington Resource Recovery Facility,50656,New York Independent System Operator,NYIS,131610158,40.8814,-73.2906,MSW,BIOMASS,189102,175884,1.94,0.93,0.0014,366395,Northern Long Island,02030201,2030201
NY,HVCC Cogen Plant,58186,New York Independent System Operator,NYIS,131610158,42.696944,-73.68,DFO,OIL,12847,9241,2.06,0.72,0.0001,26498,Middle Hudson,02020006,2020006
NY,Hydraulic Race,2578,New York Independent System Operator,NYIS,131610158,43.170948,-78.691551,WAT,HYDRO,9217,0,41.42,0.00,0.0001,381803,Oak Orchard-Twelvemile,04130001,4130001
NY,Hyland LFGTE Facility,56987,New York Independent System Operator,NYIS,131610158,42.2853,-78.0061,LFG,BIOMASS,36092,0,1.94,0.00,0.0003,69930,Upper Genesee,04130002,4130002
NY,Indeck-Corinth Energy Center,50458,New York Independent System Operator,NYIS,131610158,43.25,-73.8125,NG,GAS,694238,320108,0.80,0.46,0.0053,553326,Hudson-Hoosic,02020003,2020003
NY,Indeck-Olean Energy Center,54076,New York Independent System Operator,NYIS,131610158,42.085944,-78.45425,NG,GAS,130992,69575,0.80,0.53,0.0010,104404,Upper Allegheny,05010001,5010001
NY,Indeck-Oswego Energy Center,50450,New York Independent System Operator,NYIS,131610158,43.471745,-76.493474,NG,GAS,68385,37112,0.80,0.54,0.0005,54505,Salmon-Sandy,04140102,4140102
NY,Indeck-Silver Springs Energy Center,50449,New York Independent System Operator,NYIS,131610158,42.6544,-78.0772,NG,GAS,78342,44750,0.80,0.57,0.0006,62441,Upper Genesee,04130002,4130002
NY,Indeck-Yerkes Energy Center,50451,New York Independent System Operator,NYIS,131610158,42.9671,-78.9182,NG,GAS,60483,36784,0.80,0.61,0.0005,48207,Niagara,04120104,4120104
NY,Independence,54547,New York Independent System Operator,NYIS,131610158,43.495,-76.4511,NG,GAS,5274607,2040797,0.80,0.39,0.0401,4204000,Salmon-Sandy,04140102,4140102
NY,Indian Point 2,2497,New York Independent System Operator,NYIS,131610158,41.270556,-73.9527,NUC,NUCLEAR,8018479,0,2.39,0.00,0.0609,19163489,Lower Hudson,02030101,2030101
NY,Indian Point 3,8907,New York Independent System Operator,NYIS,131610158,41.2706,-73.9526,NUC,NUCLEAR,8300481,0,2.39,0.00,0.0631,19837450,Lower Hudson,02030101,2030101
NY,Inghams,2579,New York Independent System Operator,NYIS,131610158,43.061017,-74.764347,WAT,HYDRO,28373,0,22.26,0.00,0.0002,631586,Mohawk,02020004,2020004
NY,Iola Powerhouse & Cogeneration Facility,62424,New York Independent System Operator,NYIS,131610158,43.112107,-77.613815,NG,GAS,10074,4630,0.80,0.46,0.0001,8029,Irondequoit-Ninemile,04140101,4140101
NY,"IRE Solar I, LLC",61717,New York Independent System Operator,NYIS,131610158,44.3,-75.5,SUN,SOLAR,1100,0,0.01,0.00,0.0000,8,Oswegatchie,04150302,4150302
NY,Jamaica Bay Peaking,56141,New York Independent System Operator,NYIS,131610158,40.6097,-73.7622,KER,OIL,9476,8339,2.06,0.88,0.0001,19545,Southern Long Island,02030202,2030202
NY,James A Fitzpatrick,6110,New York Independent System Operator,NYIS,131610158,43.52139,-76.408394,NUC,NUCLEAR,6527781,0,2.39,0.00,0.0496,15600846,Salmon-Sandy,04140102,4140102
NY,Jarvis (Hinckley),808,New York Independent System Operator,NYIS,131610158,43.3121,-75.109,WAT,HYDRO,25687,0,251.68,0.00,0.0002,6464853,Mohawk,02020004,2020004
NY,Jefferson-Lewis BOCES Solar,60819,New York Independent System Operator,NYIS,131610158,43.970958,-75.969805,SUN,SOLAR,518,0,0.01,0.00,0.0000,4,Chaumont-Perch,04150102,4150102
NY,Jericho Rise Wind Farm LLC,59629,New York Independent System Operator,NYIS,131610158,44.888889,-74.103333,WND,WIND,225044,0,0.00,0.00,0.0017,855,Chateaugay-English,04150308,4150308
NY,Johnsonville Dam,2580,New York Independent System Operator,NYIS,131610158,42.920374,-73.508886,WAT,HYDRO,7271,0,8.89,0.00,0.0001,64639,Hudson-Hoosic,02020003,2020003
NY,Johnstown,61888,New York Independent System Operator,NYIS,131610158,42.999179,-74.314787,SUN,SOLAR,2492,0,0.01,0.00,0.0000,19,Mohawk,02020004,2020004
NY,Kamargo,2581,New York Independent System Operator,NYIS,131610158,44.0117,-75.7967,WAT,HYDRO,20915,0,5.97,0.00,0.0002,124813,Black,04150101,4150101
NY,Kearsarge Johnstown 1,62549,New York Independent System Operator,NYIS,131610158,43.066012,-74.360177,SUN,SOLAR,21,0,0.01,0.00,0.0000,0,Mohawk,02020004,2020004
NY,Kearsarge Johnstown 2,62556,New York Independent System Operator,NYIS,131610158,43.064422,-74.360221,SUN,SOLAR,56,0,0.01,0.00,0.0000,0,Mohawk,02020004,2020004
NY,Kearsarge Oppenheim CSG,61917,New York Independent System Operator,NYIS,131610158,43.060223,-74.736424,SUN,SOLAR,767,0,0.01,0.00,0.0000,6,Mohawk,02020004,2020004
NY,Kent Falls,2532,New York Independent System Operator,NYIS,131610158,44.7053,-73.5967,WAT,HYDRO,57842,0,12.45,0.00,0.0004,719942,Great Chazy-Saranac,02010006,2010006
NY,KIAC Cogeneration,54114,New York Independent System Operator,NYIS,131610158,40.6417,-73.7778,NG,GAS,603058,328175,0.80,0.54,0.0046,480653,Southern Long Island,02030202,2030202
NY,Kinder Morgan Fordham,62614,New York Independent System Operator,NYIS,131610158,40.542557,-74.236582,SUN,SOLAR,4154,0,0.01,0.00,0.0000,32,Sandy Hook-Staten Island,02030104,2030104
NY,Kings Falls Hydroelectric,10872,New York Independent System Operator,NYIS,131610158,43.917267,-75.633822,WAT,HYDRO,1931,0,0.00,0.00,0.0000,0,Black,04150101,4150101
NY,Kingsbrook Jewish Medical Center,62050,New York Independent System Operator,NYIS,131610158,40.659328,-73.933752,DFO,OIL,16,13,2.06,0.82,0.0000,33,Southern Long Island,02030202,2030202
NY,Kosterville,56705,New York Independent System Operator,NYIS,131610158,43.614218,-75.332705,WAT,HYDRO,1624,0,0.00,0.00,0.0000,0,Black,04150101,4150101
NY,Lachute Hydro Lower,10752,New York Independent System Operator,NYIS,131610158,43.849029,-73.420701,WAT,HYDRO,15072,0,0.00,0.00,0.0001,0,Lake Champlain,02010008,2010008
NY,Lachute Hydro Upper,10753,New York Independent System Operator,NYIS,131610158,43.843869,-73.431207,WAT,HYDRO,15072,0,0.48,0.00,0.0001,7251,Lake Champlain,02010008,2010008
NY,Leavenworth Greenworks LLC,59276,New York Independent System Operator,NYIS,131610158,40.925278,-72.763333,SUN,SOLAR,16931,0,0.01,0.00,0.0001,129,Southern Long Island,02030202,2030202
NY,Lederle Laboratories,10521,New York Independent System Operator,NYIS,131610158,41.0772,-74.0181,NG,GAS,120428,45140,0.80,0.37,0.0009,95985,Hackensack-Passaic,02030103,2030103
NY,Letchworth Solar Project,61389,New York Independent System Operator,NYIS,131610158,42.618969,-78.17952,SUN,SOLAR,1290,0,0.01,0.00,0.0000,10,Upper Genesee,04130002,4130002
NY,Lichtenthal,61469,New York Independent System Operator,NYIS,131610158,43.020053,-78.158181,SUN,SOLAR,985,0,0.01,0.00,0.0000,7,Lower Genesee,04130003,4130003
NY,Lighthouse Hill,2582,New York Independent System Operator,NYIS,131610158,43.524103,-75.970318,WAT,HYDRO,25230,0,19.19,0.00,0.0002,484066,Salmon-Sandy,04140102,4140102
NY,Little Falls Hydro,51034,New York Independent System Operator,NYIS,131610158,43.040335,-74.850621,WAT,HYDRO,57185,0,0.00,0.00,0.0004,0,Mohawk,02020004,2020004
NY,Lockport,54041,New York Independent System Operator,NYIS,131610158,43.161947,-78.744971,NG,GAS,438705,240393,0.80,0.55,0.0033,349659,Oak Orchard-Twelvemile,04130001,4130001
NY,Long Island Solar Farm LLC,57589,New York Independent System Operator,NYIS,131610158,40.861111,-72.847777,SUN,SOLAR,48760,0,0.01,0.00,0.0004,371,Southern Long Island,02030202,2030202
NY,Longfalls Facility,54548,New York Independent System Operator,NYIS,131610158,43.980806,-75.624677,WAT,HYDRO,4366,0,0.00,0.00,0.0000,0,Black,04150101,4150101
NY,Lower Beaver Falls Project,54691,New York Independent System Operator,NYIS,131610158,43.884444,-75.430556,WAT,HYDRO,4723,0,0.00,0.00,0.0000,0,Black,04150101,4150101
NY,Lower Saranac Hydroelectric Facility,10214,New York Independent System Operator,NYIS,131610158,44.6694,-73.5075,WAT,HYDRO,22486,0,9.27,0.00,0.0002,208355,Great Chazy-Saranac,02010006,2010006
NY,Lyons Falls Hydroelectric,56703,New York Independent System Operator,NYIS,131610158,43.61863,-75.358577,WAT,HYDRO,24990,0,14.41,0.00,0.0002,360055,Black,04150101,4150101
NY,Lyonsdale Associates,50652,New York Independent System Operator,NYIS,131610158,43.618874,-75.30546,WAT,HYDRO,8608,0,1.27,0.00,0.0001,10904,Black,04150101,4150101
NY,MacArthur Waste to Energy Facility,51038,New York Independent System Operator,NYIS,131610158,40.7869,-73.1064,MSW,BIOMASS,55727,82343,1.94,1.48,0.0004,107974,Southern Long Island,02030202,2030202
NY,Macomb,2583,New York Independent System Operator,NYIS,131610158,44.877326,-74.306288,WAT,HYDRO,6317,0,5.15,0.00,0.0000,32544,Salmon,04150307,4150307
NY,Madison County,61725,New York Independent System Operator,NYIS,131610158,43.028289,-75.700978,SUN,SOLAR,2587,0,0.01,0.00,0.0000,20,Oneida,04140202,4140202
NY,Madison Windpower LLC,55769,New York Independent System Operator,NYIS,131610158,42.894722,-75.451666,WND,WIND,18523,0,0.00,0.00,0.0001,70,Chenango,02050102,2050102
NY,Maimonides Medical Center,62174,New York Independent System Operator,NYIS,131610158,40.639538,-73.998833,DFO,OIL,22,19,2.06,0.85,0.0000,45,Southern Long Island,02030202,2030202
NY,Malone Solar Site,62785,New York Independent System Operator,NYIS,131610158,44.870858,-74.307248,SUN,SOLAR,9,0,0.01,0.00,0.0000,0,Salmon,04150307,4150307
NY,Maple Ridge Wind Farm,56290,New York Independent System Operator,NYIS,131610158,43.7853,-75.5753,WND,WIND,739631,0,0.00,0.00,0.0056,2811,Black,04150101,4150101
NY,Marble River Wind Farm,56857,New York Independent System Operator,NYIS,131610158,44.975833,-73.929722,WND,WIND,486826,0,0.00,0.00,0.0037,1850,Chateaugay-English,04150308,4150308
NY,Marsh Hill Wind Farm,58768,New York Independent System Operator,NYIS,131610158,42.163889,-77.528889,WND,WIND,45405,0,0.00,0.00,0.0003,173,Tioga,02050104,2050104
NY,Massena Energy Facility,54592,New York Independent System Operator,NYIS,131610158,44.9503,-74.8928,NG,GAS,1690,1006,0.80,0.60,0.0000,1347,Grass,04150304,4150304
NY,Mattas Farms,62303,New York Independent System Operator,NYIS,131610158,42.893714,-74.216251,SUN,SOLAR,137,0,0.01,0.00,0.0000,1,Mohawk,02020004,2020004
NY,Mechanicville Hydroelectric Station,62322,New York Independent System Operator,NYIS,131610158,42.876535,-73.680169,WAT,HYDRO,21912,0,0.00,0.00,0.0002,0,Hudson-Hoosic,02020003,2020003
NY,Mercy Medical Center,58163,New York Independent System Operator,NYIS,131610158,40.688333,-73.630833,DFO,OIL,6,14,2.06,2.28,0.0000,12,Southern Long Island,02030202,2030202
NY,Middle Falls Hydro,10219,New York Independent System Operator,NYIS,131610158,43.098711,-73.525271,WAT,HYDRO,12530,0,3.29,0.00,0.0001,41172,Hudson-Hoosic,02020003,2020003
NY,Mill C,6486,New York Independent System Operator,NYIS,131610158,44.6967,-73.6122,WAT,HYDRO,27036,0,0.93,0.00,0.0002,25096,Great Chazy-Saranac,02010006,2010006
NY,Mill Seat Renewable Energy Facility,61012,New York Independent System Operator,NYIS,131610158,43.063706,-77.932902,LFG,BIOMASS,52787,0,1.94,0.00,0.0004,102278,Lower Genesee,04130003,4130003
NY,Millbrook School,59789,New York Independent System Operator,NYIS,131610158,41.84581,-73.619485,SUN,SOLAR,1814,0,0.01,0.00,0.0000,14,Housatonic,01100005,1100005
NY,Minetto,2586,New York Independent System Operator,NYIS,131610158,43.4003,-76.4739,WAT,HYDRO,26679,0,33.70,0.00,0.0002,899192,Oswego,04140203,4140203
NY,Minisink Community Solar 2 LLC,62146,New York Independent System Operator,NYIS,131610158,41.319351,-74.515278,SUN,SOLAR,149,0,0.01,0.00,0.0000,1,Rondout,02020007,2020007
NY,Minisink Solar 1 LLC,62145,New York Independent System Operator,NYIS,131610158,41.321224,-74.514084,SUN,SOLAR,102,0,0.01,0.00,0.0000,1,Rondout,02020007,2020007
NY,MM Albany Energy,55155,New York Independent System Operator,NYIS,131610158,42.704391,-73.850866,LFG,BIOMASS,28849,0,1.94,0.00,0.0002,55896,Middle Hudson,02020006,2020006
NY,Model City Energy Facility,55757,New York Independent System Operator,NYIS,131610158,43.2094,-78.9836,LFG,BIOMASS,39277,0,1.94,0.00,0.0003,76101,Oak Orchard-Twelvemile,04130001,4130001
NY,Modern Innovative Energy LLC,56323,New York Independent System Operator,NYIS,131610158,43.2094,-78.9836,LFG,BIOMASS,19987,0,1.94,0.00,0.0002,38726,Oak Orchard-Twelvemile,04130001,4130001
NY,Mongaup,2630,New York Independent System Operator,NYIS,131610158,41.537722,-74.771383,WAT,HYDRO,15147,0,52.04,0.00,0.0001,788308,Middle Delaware-Mongaup-Brodhead,02040104,2040104
NY,Monroe Community College Plant,58201,New York Independent System Operator,NYIS,131610158,43.103889,-77.610278,NG,GAS,11343,3900,0.80,0.34,0.0001,9041,Irondequoit-Ninemile,04140101,4140101
NY,Monroe County Sites A & B,61509,New York Independent System Operator,NYIS,131610158,43.174071,-77.392234,SUN,SOLAR,4513,0,0.01,0.00,0.0000,34,Irondequoit-Ninemile,04140101,4140101
NY,"Monroe County Sites C, D, & E",61510,New York Independent System Operator,NYIS,131610158,43.31879,-77.740208,SUN,SOLAR,8814,0,0.01,0.00,0.0001,67,Oak Orchard-Twelvemile,04130001,4130001
NY,Monroe Livingston Gas Recovery,50565,New York Independent System Operator,NYIS,131610158,42.9903,-77.8011,LFG,BIOMASS,7680,0,1.94,0.00,0.0001,14880,Lower Genesee,04130003,4130003
NY,Montefieor Medical Center Moses Division,58507,New York Independent System Operator,NYIS,131610158,40.881389,-73.880278,NG,GAS,30795,13623,0.80,0.44,0.0002,24544,Lower Hudson,02030101,2030101
NY,Moose River,10196,New York Independent System Operator,NYIS,131610158,43.610664,-75.341325,WAT,HYDRO,47396,0,0.52,0.00,0.0004,24657,Black,04150101,4150101
NY,Moshier,2588,New York Independent System Operator,NYIS,131610158,43.8719,-75.1364,WAT,HYDRO,42081,0,22.98,0.00,0.0003,967130,Black,04150101,4150101
NY,Mount Sinai Beth Israel,61569,New York Independent System Operator,NYIS,131610158,40.732666,-73.981597,DFO,OIL,42,43,2.06,1.03,0.0000,87,Lower Hudson,02030101,2030101
NY,Mount Sinai Hospital,61416,New York Independent System Operator,NYIS,131610158,40.78999,-73.953689,DFO,OIL,151,74,2.06,0.49,0.0000,311,Lower Hudson,02030101,2030101
NY,Mt Ida Hydroelectric,50031,New York Independent System Operator,NYIS,131610158,42.721326,-73.680608,WAT,HYDRO,8540,0,0.91,0.00,0.0001,7764,Middle Hudson,02020006,2020006
NY,Munnsville Wind Farm LLC,56594,New York Independent System Operator,NYIS,131610158,42.9086,-75.5697,WND,WIND,58006,0,0.00,0.00,0.0004,220,Chenango,02050102,2050102
NY,Musgrave East Solar Farm,61003,New York Independent System Operator,NYIS,131610158,42.731496,-76.663665,SUN,SOLAR,3101,0,0.01,0.00,0.0000,24,Seneca,04140201,4140201
NY,Musgrave West Solar Farm,61015,New York Independent System Operator,NYIS,131610158,42.731496,-76.663665,SUN,SOLAR,3129,0,0.01,0.00,0.0000,24,Seneca,04140201,4140201
NY,Nanticoke LFG,59816,New York Independent System Operator,NYIS,131610158,42.243704,-75.982533,LFG,BIOMASS,20950,0,1.94,0.00,0.0002,40592,Chenango,02050102,2050102
NY,Narrows Generating Station,2499,New York Independent System Operator,NYIS,131610158,40.648611,-74.020833,NG,GAS,71060,99386,0.80,1.40,0.0005,56637,Sandy Hook-Staten Island,02030104,2030104
NY,Nassau Energy Corporation,52056,New York Independent System Operator,NYIS,131610158,40.7264,-73.5892,NG,GAS,335291,95053,0.80,0.28,0.0025,267236,Southern Long Island,02030202,2030202
NY,Neversink,2483,New York Independent System Operator,NYIS,131610158,41.8194,-74.6358,WAT,HYDRO,7279,0,4.28,0.00,0.0001,31126,Middle Delaware-Mongaup-Brodhead,02040104,2040104
NY,New York Methodist Hospital,52091,New York Independent System Operator,NYIS,131610158,40.6679,-73.9787,DFO,OIL,18,15,2.06,0.86,0.0000,37,Sandy Hook-Staten Island,02030104,2030104
NY,New York Presbyterian Hospital-168th St,61026,New York Independent System Operator,NYIS,131610158,40.840854,-73.941391,DFO,OIL,35,28,2.06,0.80,0.0000,72,Lower Hudson,02030101,2030101
NY,New York State Dam Hydro,10221,New York Independent System Operator,NYIS,131610158,42.781779,-73.696096,WAT,HYDRO,53584,0,1.87,0.00,0.0004,100347,Mohawk,02020004,2020004
NY,New York University Central Plant,54808,New York Independent System Operator,NYIS,131610158,40.7899,-73.9233,NG,GAS,92994,54225,0.80,0.58,0.0007,74119,Lower Hudson,02030101,2030101
NY,Newport Hydro,50354,New York Independent System Operator,NYIS,131610158,43.1853,-75.0169,WAT,HYDRO,5890,0,9.76,0.00,0.0000,57468,Mohawk,02020004,2020004
NY,Nine Mile Point Nuclear Station,2589,New York Independent System Operator,NYIS,131610158,43.5211,-76.41,NUC,NUCLEAR,15382830,0,1.65,0.00,0.1169,25403010,Salmon-Sandy,04140102,4140102
NY,Nissequogue Energy Center,54149,New York Independent System Operator,NYIS,131610158,40.916833,-73.129056,NG,GAS,298483,98995,0.80,0.33,0.0023,237899,Northern Long Island,02030201,2030201
NY,Noble Altona Windpark LLC,56901,New York Independent System Operator,NYIS,131610158,44.8216,-73.6509,WND,WIND,168488,0,0.00,0.00,0.0013,640,Lake Champlain,02010008,2010008
NY,Noble Bliss Windpark LLC,56620,New York Independent System Operator,NYIS,131610158,42.5367,-78.3047,WND,WIND,192710,0,0.00,0.00,0.0015,732,Upper Genesee,04130002,4130002
NY,Noble Chateaugay Windpark LLC,56904,New York Independent System Operator,NYIS,131610158,44.8917,-74.0299,WND,WIND,190821,0,0.00,0.00,0.0014,725,Chateaugay-English,04150308,4150308
NY,Noble Clinton Windpark LLC,56618,New York Independent System Operator,NYIS,131610158,44.8914,-74.0061,WND,WIND,146834,0,0.00,0.00,0.0011,558,Chateaugay-English,04150308,4150308
NY,Noble Ellenburg Windpark LLC,56619,New York Independent System Operator,NYIS,131610158,44.8914,-74.0061,WND,WIND,143878,0,0.00,0.00,0.0011,547,Chateaugay-English,04150308,4150308
NY,Noble Wethersfield Windpark LLC,56902,New York Independent System Operator,NYIS,131610158,42.6697,-78.2278,WND,WIND,257253,0,0.00,0.00,0.0020,978,Upper Genesee,04130002,4130002
NY,Norfolk,2590,New York Independent System Operator,NYIS,131610158,44.8053,-74.9975,WAT,HYDRO,22390,0,1.10,0.00,0.0002,24531,Raquette,04150305,4150305
NY,Normanskill Hydro Project,50123,New York Independent System Operator,NYIS,131610158,42.712356,-73.957324,WAT,HYDRO,2578,0,0.00,0.00,0.0000,0,Middle Hudson,02020006,2020006
NY,North 1st,7915,New York Independent System Operator,NYIS,131610158,40.7171,-73.9664,NG,GAS,51871,34196,0.80,0.66,0.0004,41343,Lower Hudson,02030101,2030101
NY,North County,58788,New York Independent System Operator,NYIS,131610158,40.763056,-73.323611,SUN,SOLAR,1042,0,0.01,0.00,0.0000,8,Southern Long Island,02030202,2030202
NY,Northport,2516,New York Independent System Operator,NYIS,131610158,40.923565,-73.342323,RFO,OIL,2684046,1787408,2.06,0.67,0.0204,5536130,Northern Long Island,02030201,2030201
NY,Norwood,2591,New York Independent System Operator,NYIS,131610158,44.7439,-75.0042,WAT,HYDRO,10051,0,82.79,0.00,0.0001,832159,Raquette,04150305,4150305
NY,NY - Presbyt. Hospital - 525 E 68TH St,61238,New York Independent System Operator,NYIS,131610158,40.764396,-73.95393,NG,GAS,46472,32332,0.80,0.70,0.0004,37039,Lower Hudson,02030101,2030101
NY,NY Times Daily Production Facility,61414,New York Independent System Operator,NYIS,131610158,40.775397,-73.830918,DFO,OIL,192,213,2.06,1.11,0.0000,396,Bronx,02030102,2030102
NY,NYC-HH - CONEY ISLAND HOSPITAL,61413,New York Independent System Operator,NYIS,131610158,40.58549,-73.965581,DFO,OIL,145,121,2.06,0.83,0.0000,299,Southern Long Island,02030202,2030202
NY,NYC-HH-New Bellevue Hospital,62250,New York Independent System Operator,NYIS,131610158,40.739556,-73.976083,DFO,OIL,238,196,2.06,0.82,0.0000,491,Lower Hudson,02030101,2030101
NY,NYPH-Queens,62271,New York Independent System Operator,NYIS,131610158,40.75043,-73.82573,DFO,OIL,32,26,2.06,0.83,0.0000,66,Bronx,02030102,2030102
NY,NYP-Hudson Valley Hospital Center,62421,New York Independent System Operator,NYIS,131610158,41.286739,-73.888802,DFO,OIL,33,27,2.06,0.83,0.0000,68,Lower Hudson,02030101,2030101
NY,NYP-Lower Manhattan Hospital,62366,New York Independent System Operator,NYIS,131610158,40.710315,-74.004965,DFO,OIL,8,9,2.06,1.08,0.0000,17,Lower Hudson,02030101,2030101
NY,NYU LANGONE HEALTH,61488,New York Independent System Operator,NYIS,131610158,40.746778,-73.972226,NG,GAS,62863,52158,0.80,0.83,0.0005,50103,Lower Hudson,02030101,2030101
NY,NYU Luthern Medical Center,54769,New York Independent System Operator,NYIS,131610158,40.6467,-74.0211,DFO,OIL,38,15,2.06,0.40,0.0000,78,Sandy Hook-Staten Island,02030104,2030104
NY,OBP Cogen,57798,New York Independent System Operator,NYIS,131610158,40.754865,-73.983248,NG,GAS,32944,10900,0.80,0.33,0.0003,26257,Lower Hudson,02030101,2030101
NY,Ogdensburg,52058,New York Independent System Operator,NYIS,131610158,44.704089,-75.487049,WAT,HYDRO,9174,0,70.36,0.00,0.0001,645438,Upper St. Lawrence,04150301,4150301
NY,Oneida - South,60455,New York Independent System Operator,NYIS,131610158,43.166353,-75.386866,SUN,SOLAR,2716,0,0.01,0.00,0.0000,21,Mohawk,02020004,2020004
NY,Oneida - West,60456,New York Independent System Operator,NYIS,131610158,43.169617,-75.404866,SUN,SOLAR,2717,0,0.01,0.00,0.0000,21,Mohawk,02020004,2020004
